37.0933,19.9884
38.8039,19.9884
38.7357,19.9884
38.8039,19.9884
38.9061,19.9884
38.872,19.9884
38.9061,19.9884
39.0082,19.0868
39.0082,19.0182
38.8039,19.0084
38.9401,19.0084
38.9742,18.9986
38.9742,19.0084
39.0422,18.9888
38.9401,18.9692
39.0763,18.979
38.9742,18.979
38.9742,18.9692
38.8039,18.9888
38.872,18.979
38.872,18.9888
38.8039,18.9888
38.8379,18.9888
38.8039,18.9888
38.7698,18.9888
38.8039,18.9888
38.872,18.9202
39.0082,18.9104
38.9061,18.9006
39.0082,18.9006
39.0763,18.9006
39.0082,18.9006
38.9401,18.9006
38.9401,18.8712
39.0082,18.8222
39.0082,18.8124
39.0082,18.8026
38.9401,18.7928
39.0082,18.7732
38.872,18.7732
38.9061,18.7732
38.8379,18.7536
38.8039,18.7536
38.8039,18.7536
38.8039,18.7242
38.8039,18.734
38.9401,18.7242
38.9401,18.7242
38.9401,18.6948
38.9401,18.685
38.9401,18.6654
38.9401,18.6556
38.9401,18.6458
38.9401,18.636
38.8379,18.636
38.8039,18.636
38.8039,18.6164
38.9061,18.6066
38.9401,18.5478
38.9401,18.5184
39.0082,18.5086
39.0763,18.4988
39.0082,18.4988
39.0422,18.4988
39.0422,18.5086
39.0422,18.4694
39.0422,18.4596
38.9401,18.44
38.9401,18.4204
39.0082,18.4106
39.1443,18.4008
39.0763,18.4008
39.1443,18.4008
39.1443,18.4106
39.0082,18.4106
39.0082,18.3812
39.0082,18.3714
39.0082,18.3616
39.0082,18.342
39.0082,18.3322
39.0763,18.3322
39.1443,18.3126
39.1443,18.3028
39.1103,18.3028
39.1443,18.293
39.0082,18.2832
39.0082,18.2636
39.0422,18.2636
39.0082,18.2636
38.9742,18.244
39.1443,18.2048
39.1443,18.1852
39.1443,18.2048
39.1443,18.2048
39.0422,18.1852
39.1443,18.1558
39.1443,18.1656
39.1443,18.1558
39.0082,18.1362
39.0082,18.1264
39.0082,18.1068
39.0082,18.097
39.0082,18.0872
39.0763,18.0872
39.0763,18.0774
39.1103,18.0676
39.0082,18.0676
39.0082,18.0284
39.0082,18.0382
39.0082,18.0284
39.0082,18.0186
39.0082,18.0088
39.1103,17.9794
39.1443,17.9598
39.1103,17.9696
39.1443,17.9598
39.2123,17.9304
39.2123,17.9402
39.0763,17.9402
39.0082,17.9402
39.0422,17.9108
39.0422,17.8814
39.1103,17.8716
39.1443,17.8814
39.1443,17.8716
39.0422,17.8716
39.0422,17.852
39.1103,17.852
39.1103,17.8422
39.0422,17.8324
39.0422,17.8128
39.1103,17.8128
39.1443,17.7932
39.1783,17.7834
39.1783,17.7736
39.1783,17.7736
39.1783,17.754
39.1783,17.7246
39.1783,17.7344
39.1783,17.7148
39.2123,17.7148
39.2463,17.6952
39.2123,17.6952
39.2123,17.6854
39.1443,17.6854
39.1443,17.6854
39.0763,17.6854
39.2123,17.656
39.2123,17.6658
39.2123,17.6658
39.1443,17.6658
39.2123,17.6658
39.2803,17.6658
39.2463,17.6658
39.2463,17.6364
39.2463,17.6364
39.1783,17.6364
39.1443,17.6266
39.1443,17.5972
39.1443,17.607
39.3483,17.5776
39.3143,17.5678
39.3143,17.5776
39.2803,17.5776
39.3823,17.5776
39.3823,17.5678
39.3143,17.5678
39.3483,17.5678
39.2463,17.5678
39.2463,17.5678
39.2123,17.5678
39.2123,17.5482
39.3483,17.5384
39.4502,17.5384
39.2803,17.509
39.2123,17.5874
39.1443,17.5972
38.872,17.7442
38.8379,17.754
38.8379,17.7932
38.7698,17.8324
38.7357,17.8324
38.7357,17.852
38.7357,17.8618
38.7357,17.852
38.7698,17.8618
38.6675,17.8912
38.6675,17.901
38.6334,17.95
38.5993,17.95
38.6675,17.95
38.5993,17.95
38.5993,17.9598
38.6334,17.9696
38.5993,17.9892
38.5311,18.0186
38.5652,18.0284
38.5311,18.0284
38.5311,18.0578
38.3946,18.1558
38.3263,18.1656
38.1897,18.3224
38.0529,18.3812
37.9161,18.4988
37.7792,18.5772
37.8477,18.5968
37.7107,18.636
37.5394,18.7732
37.4022,18.8516
37.3336,18.8614
37.2993,18.8908
37.2993,18.9202
37.2307,18.93
37.162,18.9496
37.2307,18.9594
36.7839,19.1652
36.7495,19.1848
36.7151,19.2142
36.6118,19.2436
36.543,19.273
36.4741,19.322
36.4052,19.3906
36.2673,19.4396
36.3018,19.4494
36.1983,19.5376
36.1293,19.5474
36.0603,19.5964
35.9221,19.665
35.7839,19.763
35.6802,19.7728
35.7148,19.7826
35.5764,19.9296
35.3687,20.0178
35.2995,20.0276
35.2648,20.0472
34.8834,20.253
34.8834,20.2824
34.536,20.5176
34.3969,20.596
34.3273,20.6058
34.188,20.7136
34.1184,20.7626
34.0139,20.8312
33.9093,20.89
33.8047,20.988
33.4206,21.2134
33.4206,21.2428
33.3507,21.282
33.3158,21.3114
33.2808,21.3114
33.2808,21.3212
33.2458,21.3212
33.3507,21.3408
33.2808,21.3702
33.2808,21.3996
33.2108,21.4388
33.0709,21.4878
